Tract ID	% White	% At Least High School	% Employed	Median Income	Affordable Units	Radius	Borough
1021600	0.22968197879858643	0.28268551236749123	0.365248226950355	0.2996389891696751	179	183	Manhattan
2007100	0.21726190476190463	0.6071428571428555	0.2955223880597013	0.5866261398176292	44	116	Bronx
2037504	0.6517857142857126	0.08630952380952386	0.11940298507462695	0.02127659574468085	171	180	Bronx
3035900	0.033288948069241	0.20106524633821599	0.07066666666666666	0.12566844919786097	274	215	Brooklyn
3036300	0.07323568575233022	0.3035952063914779	0.6186666666666675	0.10294117647058823	400	250	Brooklyn
2007700	0.48511904761904656	0.4464285714285704	0.4955223880597	0.331306990881459	24	98	Bronx
2015700	0.19940476190476183	0.33928571428571364	0.05373134328358211	0.5167173252279635	823	336	Bronx
1002800	0.3286219081272089	0.2084805653710246	0.18439716312056753	0.13357400722021662	172	181	Manhattan
2021501	0.35714285714285654	0.4880952380952369	0.5731343283582079	0.3191489361702128	206	193	Bronx
1002202	0.44876325088339347	0.46289752650176813	0.5638297872340425	0.4223826714801444	9	80	Manhattan
1021900	0.02826855123674912	0.038869257950530034	0.3262411347517734	0.02527075812274368	58	126	Manhattan
2008900	0.4226190476190468	0.017857142857142856	0.9462686567164194	0.12462006079027356	114	156	Bronx
3020500	0.5805592543275593	0.8215712383488614	0.907999999999998	0.8355614973262032	41	114	Brooklyn
4019800	0.16307692307692337	0.11692307692307707	0.029230769230769223	0.08878504672897196	13	86	Queens
4021200	0.3123076923076931	0.0323076923076923	0.08307692307692312	0.06542056074766354	9	80	Queens
1023600	0.007067137809187279	0.3180212014134279	0.014184397163120567	0.21299638989169675	140	168	Manhattan
3032700	0.28628495339547283	0.5432756324900104	0.2960000000000003	0.47459893048128343	54	123	Brooklyn
3087401	0.10386151797603187	0.5339547270306231	0.21733333333333327	0.11096256684491979	16	90	Brooklyn
3082200	0.1890812250332892	0.4300932090545923	0.5813333333333345	0.2713903743315508	19	93	Brooklyn
2026701	0.4999999999999989	0.6726190476190458	0.6298507462686558	0.5562310030395137	98	148	Bronx
2018500	0.0803571428571429	0.5238095238095225	0.09850746268656722	0.3343465045592705	781	329	Bronx
2022101	0.23214285714285696	0.08928571428571434	0.6597014925373126	0.3009118541033435	191	188	Bronx
3030700	0.06790945406125166	0.1930758988015981	0.18799999999999997	0.06016042780748663	117	158	Brooklyn
4087100	0.21538461538461587	0.22153846153846207	0.35384615384615475	0.0264797507788162	143	169	Queens
2019300	0.3928571428571421	0.38095238095238015	0.15522388059701503	0.20972644376899696	176	182	Bronx
3036900	0.16511318242343553	0.11451398135818894	0.39200000000000085	0.13368983957219252	125	161	Brooklyn
3080000	0.3395472703062577	0.7057256990679043	0.2800000000000002	0.6163101604278075	29	103	Brooklyn
3031701	0.33688415446071845	0.8801597869507247	0.5520000000000013	0.5227272727272727	23	97	Brooklyn
1002201	0.2544169611307419	0.2261484098939928	0.14539007092198591	0.19133574007220217	1187	394	Manhattan
1009900	0.5088339222614857	0.621908127208483	0.5212765957446811	0.8339350180505415	375	243	Manhattan
3035700	0.08788282290279623	0.34753661784287554	0.13200000000000017	0.04411764705882353	27	101	Brooklyn
3035100	0.27430093209054623	0.2676431424766981	0.20533333333333326	0.05748663101604278	102	150	Brooklyn
1002601	0.34275618374558353	0.18374558303886915	0.34397163120567414	0.2815884476534296	67	131	Manhattan
3030300	0.02263648468708388	0.07723035952063913	0.09333333333333341	0.034759358288770054	91	145	Brooklyn
2008300	0.181547619047619	0.03571428571428571	0.4597014925373122	0.1094224924012158	195	189	Bronx
